,name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade,popularity,combined_difficulty,difficulty_sport_trad,number_near_grades,diff_nearby_grades,safety_numerical,commitment_numerical,aid_numerical
603,Frailty Thy Name is Sandstone,2.4,201,5.7,['Sport'],90.0,1,,,Nevada,03-First Pullou…,8,5,"['5.7+', '5.5', '5.8', '5.5', '5.8-', '5.8+', '5.5', '5.8', '5.4', '5.8', '5.6', '5.9', '5.6', '5.7', '5.7', '5.10a', '5.8', '5.7', '5.6', '5.8']",,2.3994794734878115,2,4.0,20,0.3500000000000001,,1,
619,Bread Line,2.7,47,5.9,['Sport'],70.0,1,,,California,Area 13,3,4,"['5.8', '5.10a', '5.8', '5.11c', '5.10a', '5.8', '5.7', '5.8']",,2.691559450927875,2,6.0,8,0.375,,1,
625,Repeat Offender,2.0,1,5.11a,['Sport'],45.0,1,,,Nevada,05-Sandstone Qu…,0,0,"['5.10d', '5.11b', '5.10+', '5.12a', '5.10a', '5.7', '5.11b', '5.11a']",,2.1474268222689856,4,11.0,8,0.5,,1,
637,Don't Eat the Worm,1.0,1,5.8,['Sport'],50.0,1,,,California,Valley of Kings,1,0,[],,1.6474268222689858,2,5.0,0,,,1,
638,Coup d'Etat,3.6,14,5.12a,['Sport'],90.0,1,,,California,Lower Merced Ri…,1,0,"['5.12a', '5.10d', '5.11c', '5.13a']",,3.5129902429691984,6,15.0,4,0.5,,1,
639,The Lone Ranger,1.5,2,5.11d,['Sport'],80.0,1,,,California,Medlicott Dome,0,0,"['5.9+', '5.8', '5.7', '5.10a', '5.10a', '5.10d', '5.9', '5.8', '5.10+', '5.6', '5.8', '5.8']",,1.7649512148459905,5,14.0,12,2.9166666666666665,,1,
642,Ferrous Wheel,1.8,26,5.10d,['Sport'],45.0,1,,,Nevada,03-First Pullou…,2,6,"['5.8+', '5.8', '5.11-', '5.10d', '5.7', '5.11b', '5.9', '5.9', '5.10a/b', '5.8', '5.10a']",,1.8183279127606655,3,10.0,11,0.5454545454545454,,1,
667,No Dogs Allowed (aka K-9),2.9,36,5.12b,['Sport'],50.0,1,,,Nevada,03-First Pullou…,8,2,"['5.10a/b', '5.11d', '5.11b', '5.8', '5.10c', '5.10b', '5.11c', '5.5', '5.7']",,2.8836446930956208,6,16.0,9,3.111111111111111,,1,
669,Chilango,1.9,23,5.8,['Sport'],45.0,1,,V,California,Area 13,0,1,"['5.9', '5.10a', '5.8', '5.11c', '5.10a', '5.8', '5.7', '5.8']",,1.916452235189082,2,5.0,8,0.375,,5,
688,Stegosaurus,2.0,30,5.9,['Sport'],40.0,1,,,California,Main Island,0,1,"['5.10a', '5.8', '5.10a', '5.10b', '5.11d', '5.10b', '5.10b', '5.7', '5.10a', '5.10c', '5.10b', '5.9', '5.11a', '5.10c/d', '5.9']",,2.0095114078883216,2,6.0,15,0.4666666666666668,,1,
690,The Grinch,1.0,1,5.12b,['Sport'],40.0,1,,,Nevada,05-Sandstone Qu…,0,0,"['5.12b/c', '5.11c', '5.11a', '5.11a', '5.12a/b', '5.11a', '5.11b', '5.11d', '5.11b']",,1.6474268222689858,6,16.0,9,1.333333333333333,,1,
691,YRUASOB247?,1.0,1,5.8+,['Sport'],65.0,1,,,California,Area 13,0,0,"['5.8', '5.8']",,1.6474268222689858,2,5.0,2,0.0,,1,
694,Arete Already,2.4,14,5.10c,['Sport'],65.0,1,,,California,Bear Crag,0,1,"['5.10b', '5.11a']",,2.392990242969198,3,9.0,2,0.0,,1,
695,Isopod,2.0,1,5.10c,['Sport'],80.0,1,,,California,Crestview Rock,0,0,"['5.11c', '5.8+', '5.11b/c', '5.10c', '5.7', '5.10a', '5.11']",,2.1474268222689856,3,9.0,7,0.2857142857142856,,1,
699,No Applause,1.7,11,5.5,['Sport'],30.0,1,,,California,Mammoth Lakes Area,2,0,"['5.10b', '5.4', '5.11b', '5.10b/c', '5.8', '5.10c', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",,1.7495711370448308,1,2.0,11,1.0909090909090908,,1,
700,Medusa,2.5,2,5.13-,['Sport'],60.0,1,,,California,Tuolumne Meadows,1,0,"['5.9', '5.9', '5.12c', '5.13b', '5.12a', '5.7', '5.10a', '5.7', '5.7']",,2.431617881512657,8,18.0,9,4.333333333333334,,1,
713,Haunted House,2.2,68,5.7,['Sport'],35.0,1,,,Nevada,03-First Pullou…,2,0,"['5.7', '5.7', '5.7', '5.7', '5.7', '5.7', '5.7', '5.7']",,2.2013746905005505,2,4.0,8,0.0,,1,
722,Bull Rider,2.4,7,5.10+,['Sport'],35.0,1,,,Nevada,05-Sandstone Qu…,4,1,"['5.10d', '5.11b', '5.12a', '5.10a', '5.7', '5.11a', '5.11b', '5.11a']",,2.3868567055672467,3,7.0,8,0.625,,1,
727,Rise and Whine,2.5,6,5.12a,['Sport'],40.0,1,,,Nevada,05-Sandstone Qu…,0,1,"['5.9-', '5.11d', '5.9', '5.8', '5.10a', '5.10b', '5.11b', '5.11d', '5.10a', '5.10b', '5.10b', '5.10', '5.10b', '5.10-', '5.11c', '5.11a', '5.12b', '5.8', '5.12a', '5.11a', '5.11b', '5.9+', '5.10', '5.12c', '5.11a', '5.12a', '5.8']",,2.4706933777911386,6,15.0,27,2.5925925925925926,,1,
731,Route B/Left Face,3.0,1,5.10a,['Sport'],40.0,1,,,California,Rush,1,1,['5.8'],,2.6474268222689856,2,7.0,1,0.0,,1,
739,Vicodin,2.5,2,5.10a,['Sport'],30.0,1,,,California,Little Egypt,0,1,"['5.10c', '5.8']",,2.431617881512657,2,7.0,2,0.5,,1,
748,Regurgitator,2.9,14,5.11b,['Sport'],70.0,1,,,California,Bear Crag,0,0,"['5.11d', '5.12c', '5.11d', '5.10a', '5.12c', '5.12d']",,2.8596569096358646,4,12.0,6,1.5,,1,
750,Jam It,2.7,15,5.11b,['Sport'],50.0,1,,,California,Mammoth Lakes Area,1,2,"['5.10a', '5.11b/c', '5.7', '5.10b', '5.10a', '5.11a', '5.10a', '5.11a', '5.10b', '5.4', '5.10c', '5.11a', '5.12', '5.10a', '5.9+', '5.10d', '5.8+', '5.11b', '5.10c', '5.11b/c', '5.11c', '5.10a', '5.8']",,2.6746783527836233,4,12.0,23,1.0434782608695654,,1,
755,The Sun,2.8,4,5.12a,['Sport'],90.0,1,,,California,Mammoth Lakes Area,0,0,"['5.11a', '5.10a', '5.11a', '5.9+', '5.11b', '5.10d', '5.10a']",,2.698970728907594,6,15.0,7,3.0,,1,
762,Innocent Bystander,2.0,9,5.10a,['Sport'],40.0,1,,,Nevada,05-Sandstone Qu…,1,1,"['5.10d', '5.11b', '5.10+', '5.12a', '5.7', '5.11a', '5.11b', '5.11a']",,2.029485364453797,2,7.0,8,1.75,,1,
780,Galloping Gal,2.6,62,5.11a,['Sport'],100.0,1,,,Nevada,05-Sandstone Qu…,2,5,"['5.7+', '5.9-', '5.11a', '5.11d', '5.8', '5.10b/c', '5.10d', '5.11c', '5.9', '5.10-', '5.9', '5.10b', '5.11a', '5.10b/c', '5.11c']",,2.595156407056158,4,11.0,15,1.0666666666666669,,1,
783,Shadow,3.0,1,5.12d,['Sport'],60.0,1,,,California,Main Island,0,7,"['5.12a', '5.8']",,2.6474268222689856,7,15.0,2,3.0,,1,
791,Almost but not Quite,3.4,18,5.12c,['Sport'],30.0,1,,,Nevada,Parking Lot Area,1,1,"['5.11a', '5.11c', '5.12a/b', '5.12c', '5.12d', '5.12c', '5.12', '5.13b', '5.9-', '5.12b', '5.12b', '5.11a', '5.12b', '5.12a', '5.11a']",,3.3418344023441033,7,17.0,15,1.333333333333333,,1,
795,Split Infinitive,1.6,16,5.9,['Sport'],100.0,1,PG13,,Nevada,05-Sandstone Qu…,1,3,"['5.11a', '5.7+', '5.9-', '5.11a', '5.11d', '5.8', '5.10b/c', '5.10d', '5.11c', '5.10-', '5.9', '5.10b', '5.11a', '5.10b/c', '5.11c']",,1.6408737437963512,2,6.0,15,1.0666666666666669,1.0,1,
797,Slab Stick,2.0,31,5.7,['Sport'],50.0,1,,,Nevada,03-First Pullou…,1,0,"['5.6', '5.8', '5.7', '5.5', '5.5', '5.7', '5.6', '5.9+', '5.7', '5.8', '5.7', '5.8', '5.10a', '5.5']",,2.0092141763918114,2,4.0,14,0.3571428571428572,,1,
802,14 Karat,2.6,16,5.10c,['Sport'],165.0,2,R,,California,Daff Dome,0,0,"['5.8', '5.7', '5.10a', '5.10a', '5.8', '5.8', '5.5', '5.7', '5.10+', '5.11a', '5.10c', '5.11c']",,2.5820502143845867,3,9.0,12,0.5,2.0,1,
803,Cell Block Sisters,1.4,7,5.11b,['Sport'],60.0,1,,,Nevada,05-Sandstone Qu…,0,2,"['5.11-', '5.10+', '5.11-', '5.10a', '5.10+']",,1.5118567055672463,4,12.0,5,0.7999999999999998,,1,
805,Capture the Flag,1.6,14,5.8-,['Sport'],50.0,1,,,Nevada,03-First Pullou…,0,0,"['5.7', '5.7', '5.6', '5.7', '5.8', '5.5']",,1.6463235763025315,2,5.0,6,0.33333333333333326,,1,
807,Egotestical,1.0,1,5.7,['Sport'],30.0,1,,,California,T J Lake,1,0,"['5.9', '5.8', '5.6', '5.10b', '5.10a', '5.8', '5.7', '5.7']",,1.6474268222689858,2,4.0,8,0.125,,1,
812,Deception,2.0,1,5.12c,['Sport'],40.0,1,,,California,Rattlesnake Canyon,1,2,"['5.2', '5.8', '5.10+', '5.10d', '5.13a', '5.11c', '5.11a', '5.0', '5.13b', '5.13b', '5.9', '5.9-', '5.8', '5.8', '5.9']",,2.1474268222689856,7,17.0,15,3.466666666666667,,1,
817,GM Arete (aka All the Wrong Reasons),3.0,34,5.12a,['Sport'],50.0,1,,,Nevada,05-Sandstone Qu…,1,5,"['5.13+', '5.13a', '5.13a', '5.11d', '5.11b/c', '5.11c/d', '5.13b', '5.13b', '5.14a', '5.13b', '5.12c', '5.12b', '5.13a', '5.13c', '5.14a', '5.13b/c']",,2.9798529612725133,6,15.0,16,1.3125,,1,
819,Battery Powered,2.1,91,5.9,['Sport'],70.0,1,,,Nevada,05-Sandstone Qu…,4,1,"['5.11b/c', '5.9', '5.10b/c', '5.8', '5.10c', '5.10a']",,2.102117974397152,2,6.0,6,0.5,,1,
823,On the Fringe,2.0,4,5.10a,['Sport'],50.0,1,,,California,Mammoth Lakes Area,0,0,"['5.10c', '5.8', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",,2.0589707289075942,2,7.0,18,0.11111111111111116,,1,
831,Lucy,2.3,7,5.6,['Sport'],50.0,1,,,California,Hodgepodge Rock,1,2,"['5.8', '5.10a/b', '5.7', '5.7', '5.4', '5.8', '5.7', '5.7', '5.9', '5.4', '5.7', '5.6']",,2.2993567055672464,1,3.0,12,0.75,,1,
842,Pad's Passion,1.6,9,5.8,['Sport'],30.0,1,PG13,,Nevada,03-First Pullou…,0,0,"['5.3', '5.11c/d', '5.7', '5.11d', '5.12a', '5.10c', '5.11d', '5.12b/c', '5.8', '5.11c/d', '5.10d']",,1.6694853644537972,2,5.0,11,1.9090909090909092,1.0,1,
850,Nuclear Winter,2.6,13,5.11b,['Sport'],50.0,1,,,California,Mammoth Lakes Area,1,0,"['5.10a', '5.11b/c', '5.7', '5.10b', '5.10a', '5.11a', '5.10a', '5.11a', '5.10b', '5.4', '5.10c', '5.11a', '5.12', '5.10a', '5.9+', '5.10d', '5.8+', '5.11b', '5.10c', '5.11b/c', '5.11c', '5.10a', '5.8']",,2.5782038317527127,4,12.0,23,1.0434782608695654,,1,
854,"Trifle Tower, Left",3.5,2,5.11d,['Sport'],50.0,1,,,California,Mammoth Lakes Area,0,0,['5.11d'],,3.0982845481793237,5,14.0,1,0.0,,1,
856,Guano Hold Your Hand,3.0,1,5.10c,['Sport'],60.0,1,,,California,Rock Creek,1,0,"['5.11b', '5.10-', '5.8', '5.10', '5.12+', '5.11a', '5.10+', '5.9+', '5.13a', '5.9']",,2.6474268222689856,3,9.0,10,0.7000000000000002,,1,
859,Alien Head,2.8,10,5.10-,['Sport'],40.0,1,,,California,Rattlesnake Was…,5,0,"['5.9', '5.9', '5.8', '5.8', '5.8', '5.10a/b', '5.10a', '5.8']",,2.7540776040489066,2,7.0,8,0.0,,1,
860,Nice Guys Finish Last,2.4,22,5.9,['Sport'],165.0,1,,,California,Area 13,3,4,"['5.7', '5.7', '5.8', '5.10a']",,2.3954284193277378,2,6.0,4,0.0,,1,
864,Poodle Chainsaw Massacre,2.5,52,5.11c,['Sport'],45.0,1,,,Nevada,03-First Pullou…,4,0,"['5.10a/b', '5.11d', '5.11b', '5.8', '5.10c', '5.12b', '5.10b', '5.5', '5.7']",,2.496129314047886,5,13.0,9,2.0,,1,
871,Trouble with Tribbles (aka Impulse Power),1.9,28,5.10b/c,['Sport'],70.0,1,,,California,Inner Gorge,1,1,"['5.10b', '5.10c', '5.11d', '5.12b', '5.10b', '5.12a', '5.8', '5.11c', '5.10d', '5.12b', '5.12b', '5.12d', '5.12c', '5.11b', '5.11b', '5.12a', '5.11c', '5.9', '5.11d']",,1.9136156429151023,2,8.0,19,2.526315789473684,,1,
877,Bird of Prey,2.5,2,5.11c,['Sport'],85.0,1,,,California,Inner Gorge,0,0,"['5.11c', '5.13b', '5.12a', '5.12a', '5.12d', '5.13b', '5.13d', '5.13', '5.11c', '5.11b', '5.11a', '5.12', '5.11b/c', '5.12b', '5.11a']",,2.431617881512657,5,13.0,15,0.666666666666667,,1,
888,So Long and Thanks for All the Shoes,3.0,1,5.11,['Sport'],105.0,1,,,California,Crestview Rock,2,1,"['5.11c', '5.8+', '5.10c', '5.11b/c', '5.10c', '5.7', '5.10a']",,2.6474268222689856,5,11.0,7,2.0,,1,
895,Celebrity Roast,3.0,5,5.12b,['Sport'],50.0,1,,,Nevada,03-First Pullou…,0,2,"['5.11d', '5.11b', '5.10c', '5.11d']",,2.8824756074229954,6,16.0,4,1.75,,1,
907,Do Not Take The German People Lightly I Say,2.7,3,5.11b,['Sport'],45.0,1,,,California,Little Egypt,2,3,"['5.10b', '5.10c', '5.11d', '5.10', '5.10c', '5.8', '5.9']",,2.598713411134493,4,12.0,7,1.1428571428571428,,1,
910,Alive Alone,2.0,2,5.10c/d,['Sport'],70.0,1,,,California,Little Egypt,0,2,"['5.10c', '5.10a', '5.12b']",,2.0982845481793237,3,9.0,3,0.6666666666666665,,1,
939,Shipoopi!,3.7,7,5.12a,['Sport'],200.0,4,PG13,,California,Medlicott Dome,4,3,"['5.11a', '5.11c', '5.11b', '5.10b', '5.9', '5.9', '5.11c', '5.11a', '5.11a', '5.9', '5.11d', '5.13c', '5.10a', '5.12c', '5.11a', '5.10a/b', '5.8', '5.11b/c', '5.11a', '5.10c', '5.10c']",,3.524356705567247,6,15.0,21,2.238095238095238,1.0,1,
943,Steelhead,2.5,4,5.12b,['Sport'],105.0,1,,,California,Inner Gorge,3,6,"['5.11c', '5.11c', '5.13b', '5.12a', '5.12a', '5.12d', '5.13b', '5.13d', '5.13', '5.11c', '5.11b', '5.11a', '5.12', '5.11b/c', '5.11a']",,2.4589707289075946,6,16.0,15,0.40000000000000036,,1,
946,Man's Best Friend,2.7,387,5.7,['Sport'],180.0,2,,,Nevada,Parking Lot Area,30,30,"['5.11a', '5.10a', '5.12b', '5.11', '5.11b', '5.11a', '5.11+', '5.11a', '5.7', '5.12c', '5.13b', '5.11b', '5.8', '5.10', '5.9', '5.12c', '5.13b', '5.10c']",,2.6989558083622116,2,4.0,18,2.4444444444444446,,1,
948,Felsic,3.0,34,5.9,['Sport'],160.0,1,,,California,Tuolumne Meadows,1,5,"['5.11a', '5.8', '5.8', '5.7', '5.8', '5.10a', '5.10a', '5.7', '5.7', '5.9', '5.6', '5.8', '5.10a', '5.10b', '5.10a', '5.7', '5.7', '5.8', '5.10a/b', '5.10c', '5.8', '5.10a']",,2.9798529612725133,2,6.0,22,0.09090909090909083,,1,
949,West Edge Lane,2.0,1,5.11d,['Sport'],80.0,1,,,Nevada,16-Black Velvet…,0,0,"['5.11', '5.10a', '5.10+', '5.12a', '5.11a', '5.10', '5.13a', '5.10', '5.9', '5.11', '5.12', '5.12c', '5.12a', '5.10-', '5.9']",,2.1474268222689856,5,14.0,15,0.666666666666667,,1,
951,Mercy Buckets,3.8,24,5.12a,['Sport'],70.0,1,,,California,Bear Crag,0,2,"['5.11b', '5.11d', '5.12b', '5.11a', '5.11d', '5.11b', '5.12b', '5.12c', '5.11b', '5.12b', '5.11c']",,3.7397941457815187,6,15.0,11,0.9090909090909092,,1,
953,Catch and Release,3.4,24,5.12a,['Sport'],100.0,1,,,California,Inner Gorge,1,4,"['5.11c', '5.11c', '5.13b', '5.12a', '5.12d', '5.13b', '5.13d', '5.13', '5.11c', '5.11b', '5.11a', '5.12', '5.11b/c', '5.12b', '5.11a']",,3.355794145781519,6,15.0,15,0.40000000000000036,,1,
968,Test of Time,2.6,65,5.10a,['Sport'],55.0,1,,,Nevada,03-First Pullou…,3,2,"['5.8+', '5.8', '5.10d', '5.11-', '5.10d', '5.7', '5.11b', '5.9', '5.9', '5.10a/b', '5.8']",,2.5953765703717875,2,7.0,11,0.5454545454545454,,1,
973,Cream Filling,3.0,2,5.12a,['Sport'],35.0,1,,,Nevada,05-Sandstone Qu…,0,0,"['5.12d', '5.11b', '5.11c', '5.11a', '5.11d', '5.12b', '5.11c/d']",,2.7649512148459907,6,15.0,7,0.8571428571428568,,1,
987,Tomo Ari Gato (aka Lovin' Life),2.8,9,5.8,['Sport'],60.0,1,,,California,Sherwin Plateau,1,1,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",,2.7494853644537973,2,5.0,25,0.08000000000000007,,1,
994,Goldmember,0.5,2,5.9+,['Sport'],40.0,1,,,California,Casa Diablo Mou…,0,1,"['5.10c', '5.11a', '5.8', '5.4', '5.4', '5.10b', '5.10a', '5.6', '5.12-', '5.8', '5.7', '5.8+', '5.9', '5.9', '5.7', '5.8+', '5.11b', '5.9']",,1.0982845481793237,2,6.0,18,0.3333333333333335,,1,
1007,Drinkin' Buddy,1.0,1,5.9,['Sport'],40.0,1,,,California,Leisure World,1,0,[],,1.6474268222689858,2,6.0,0,,,1,
1011,Tight rope walker,3.0,1,5.12a,['Sport'],50.0,1,,,Nevada,03-First Pullou…,0,0,"['5.10c', '5.10-', '5.11c', '5.12a', '5.11a', '5.10-', '5.10-', '5.11c', '5.12b', '5.12a/b', '5.12a', '5.10a', '5.11c', '5.9+']",,2.6474268222689856,6,15.0,14,2.0,,1,
1013,Simon Says,2.3,23,5.7,['Sport'],55.0,1,,,Nevada,03-First Pullou…,0,0,"['5.8-', '5.7', '5.6', '5.7', '5.8', '5.5']",,2.2997855685224153,2,4.0,6,0.33333333333333326,,1,
1014,Perfect Proportions,2.2,6,5.11a,['Sport'],70.0,1,,,California,June Lake Area,6,15,"['5.4', '5.9', '5.10d', '5.11a']",,2.2135505206482815,4,11.0,4,1.5,,1,
1015,Slab-A-Dab-A-Doo,2.0,40,5.6,['Sport'],60.0,1,,,Nevada,03-First Pullou…,1,0,"['5.7', '5.8', '5.7', '5.5', '5.5', '5.7', '5.6', '5.9+', '5.7', '5.8', '5.7', '5.8', '5.10a', '5.5']",,2.007191552305804,1,3.0,14,0.7142857142857142,,1,
1026,Illustrated Man,3.0,5,5.10a,['Sport'],90.0,1,,,California,Group Campsite 8,3,0,[],,2.8824756074229954,2,7.0,0,,,1,
1053,My Thai,3.1,25,5.11d,['Sport'],45.0,1,,,Nevada,03-First Pullou…,0,3,"['5.3', '5.11c/d', '5.7', '5.12a', '5.10c', '5.11d', '5.8', '5.12b/c', '5.8', '5.11c/d', '5.10d']",,3.06903283248223,5,14.0,11,1.3636363636363638,,1,
1054,Jimmy Nap,1.0,1,5.11c,['Sport'],50.0,1,,,Nevada,05-Sandstone Qu…,0,0,"['5.12a', '5.11c', '5.12a', '5.12c/d']",,1.6474268222689858,5,13.0,4,1.0,,1,
1057,Fuel Rod,2.6,7,5.11a,['Sport'],75.0,1,PG13,,California,Tuolumne Meadows,0,1,"['5.12b', '5.11d']",,2.5618567055672465,4,11.0,2,1.5,1.0,1,
1061,We Love You Johnny,2.0,1,5.11c,['Sport'],450.0,4,PG13,,California,Lower Merced Ri…,1,0,"['5.9', '5.8']",,2.1474268222689856,5,13.0,2,3.0,1.0,1,
1091,Sweets to the Sweet,2.2,188,5.7,['Sport'],90.0,1,,,Nevada,03-First Pullou…,8,4,"['5.7+', '5.5', '5.8', '5.5', '5.8-', '5.8+', '5.5', '5.8', '5.4', '5.8', '5.6', '5.9', '5.6', '5.7', '5.7', '5.10a', '5.8', '5.7', '5.6', '5.8']",,2.2005018711351214,2,4.0,20,0.3500000000000001,,1,
1097,Stardate,1.7,9,5.9,['Sport'],50.0,1,,,California,Inner Gorge,0,1,"['5.10b', '5.10c', '5.11d', '5.12b', '5.10b', '5.12a', '5.8', '5.11c', '5.10d', '5.12b', '5.12b', '5.12d', '5.12c', '5.11b', '5.11b', '5.12a', '5.11c', '5.10b/c', '5.11d']",,1.759485364453797,2,6.0,19,2.526315789473684,,1,
1099,Hide and Seek,2.7,15,5.7,['Sport'],45.0,1,,,Nevada,03-First Pullou…,1,0,"['5.8-', '5.7', '5.6', '5.7', '5.8', '5.5']",,2.6746783527836233,2,4.0,6,0.33333333333333326,,1,
1100,Synthetic Society,1.7,10,5.11a,['Sport'],90.0,1,,,Nevada,05-Sandstone Qu…,2,3,"['5.7+', '5.9-', '5.11a', '5.11d', '5.8', '5.10b/c', '5.10d', '5.11c', '5.9', '5.10-', '5.9', '5.10b', '5.11a', '5.10b/c', '5.11c']",,1.7540776040489066,4,11.0,15,1.0666666666666669,,1,
1102,Loki,3.5,17,5.12a/b,['Sport'],80.0,1,,,Nevada,05-Sandstone Qu…,1,1,"['5.12b', '5.11c', '5.10c', '5.11b/c', '5.11c', '5.12a', '5.11d', '5.11b/c', '5.9+', '5.11d', '5.11a']",,3.4330474246965537,6,15.0,11,1.5454545454545459,,1,
1106,Flying Circus,3.4,9,5.12c,['Sport'],70.0,1,,,California,Bear Crag,1,0,"['5.11b', '5.11d', '5.12b', '5.11a', '5.11d', '5.11b', '5.12b', '5.11b', '5.12b', '5.11c', '5.12a']",,3.2894853644537974,7,17.0,11,2.0,,1,
1111,Peace,4.0,3,5.13c,['Sport'],250.0,2,,,California,Medlicott Dome,2,0,"['5.11a', '5.11c', '5.11b', '5.10b', '5.9', '5.9', '5.11c', '5.11a', '5.11a', '5.9', '5.11d', '5.10a', '5.12c', '5.11a', '5.10a/b', '5.8', '5.11b/c', '5.12a', '5.11a', '5.10c', '5.10c']",,3.573713411134493,9,20.0,21,5.380952380952381,,1,
1114,This Ain't No Weenie Roast,2.7,47,5.10b,['Sport'],80.0,1,,,California,Area 13,0,6,"['5.9', '5.7', '5.11a', '5.8', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",,2.691559450927875,2,8.0,16,0.0625,,1,
1116,Heliotropic,2.7,15,5.10b,['Sport'],80.0,1,,,California,Patricia Bowl,2,1,"['5.10d', '5.10b', '5.10a']",,2.6746783527836233,2,8.0,3,0.3333333333333335,,1,
1126,Vibrator,2.0,2,5.11d,['Sport'],50.0,1,PG13,,California,Lower Merced Ri…,0,0,"['5.10a', '5.10a', '5.8', '5.9', '5.11a', '5.11a', '5.10b']",,2.0982845481793237,5,14.0,7,2.4285714285714284,1.0,1,
1129,Funyuns,2.5,19,5.10b,['Sport'],50.0,1,,,California,Potato Patch,0,2,['5.10a'],,2.4897426822268987,2,8.0,1,0.0,,1,
1133,Stand and Deliver,2.5,2,5.12c,['Sport'],40.0,1,,,Nevada,05-Sandstone Qu…,0,1,"['5.9-', '5.11d', '5.9', '5.8', '5.10a', '5.10b', '5.11b', '5.11d', '5.10a', '5.10b', '5.10b', '5.10', '5.10b', '5.10-', '5.11c', '5.11a', '5.12b', '5.12a', '5.8', '5.12a', '5.11a', '5.11b', '5.9+', '5.10', '5.11a', '5.12a', '5.8']",,2.431617881512657,7,17.0,27,3.6296296296296298,,1,
1152,Tag You're It,2.7,20,5.8,['Sport'],45.0,1,,,Nevada,03-First Pullou…,0,0,"['5.8-', '5.7', '5.7', '5.6', '5.7', '5.5']",,2.6807073164065702,2,5.0,6,0.33333333333333326,,1,
1160,Slab One,2.0,32,5.5,['Sport'],60.0,1,,,Nevada,03-First Pullou…,0,1,"['5.6', '5.7', '5.8', '5.7', '5.5', '5.7', '5.6', '5.9+', '5.7', '5.8', '5.7', '5.8', '5.10a', '5.5']",,2.0089349589253933,1,2.0,14,0.7142857142857142,,1,
1164,The Quickening,1.8,5,5.10b/c,['Sport'],45.0,1,,,California,Mammoth Lakes Area,3,1,"['5.10b', '5.4', '5.11b', '5.8', '5.10c', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",,1.8824756074229954,2,8.0,11,0.0,,1,
1168,Inconvenient Truth,2.4,43,5.9+,['Sport'],50.0,1,,,California,Mammoth Lakes Area,1,2,"['5.10a', '5.11b/c', '5.7', '5.10b', '5.10a', '5.11a', '5.10a', '5.11a', '5.10b', '5.4', '5.10c', '5.11a', '5.12', '5.10a', '5.11b', '5.10d', '5.8+', '5.11b', '5.10c', '5.11b/c', '5.11c', '5.10a', '5.8']",,2.3976103101031354,2,6.0,23,1.0434782608695654,,1,
1170,Trifle Tower Right,4.0,2,5.11d,['Sport'],50.0,1,,,California,Mammoth Lakes Area,0,0,['5.11d'],,3.431617881512657,5,14.0,1,0.0,,1,
1177,Fast Moving Train,2.3,20,5.11c,['Sport'],40.0,1,,,Nevada,05-Sandstone Qu…,1,5,"['5.12b/c', '5.11a', '5.12b', '5.11a', '5.12a/b', '5.11a', '5.11b', '5.11d', '5.11b']",,2.299754935454189,5,13.0,9,0.22222222222222232,,1,
1183,Soulstice,3.0,1,5.13a,['Sport'],100.0,1,,,California,Rock Creek,2,0,"['5.11b', '5.10-', '5.8', '5.10', '5.10c', '5.12+', '5.11a', '5.10+', '5.9+', '5.9']",,2.6474268222689856,8,18.0,10,4.8,,1,
1216,When the Cat's Away,3.3,89,5.11b,['Sport'],40.0,1,,,Nevada,05-Sandstone Qu…,2,5,"['5.12b/c', '5.11c', '5.11a', '5.12b', '5.11a', '5.12a/b', '5.11a', '5.11d', '5.11b']",,3.288831707161533,4,12.0,9,0.8888888888888893,,1,
1218,Haunted,1.5,4,5.10+,['Sport'],45.0,1,,,Nevada,03-First Pullou…,0,1,"['5.10b/c', '5.11-', '5.11c']",,1.6589707289075946,3,7.0,3,0.6666666666666665,,1,
1222,Unknown I,1.8,17,5.9,['Sport'],70.0,1,,,California,Casa Diablo Mou…,7,3,"['5.10c', '5.11a', '5.9+', '5.8', '5.4', '5.4', '5.10b', '5.10a', '5.6', '5.12-', '5.8', '5.7', '5.8+', '5.9', '5.7', '5.8+', '5.11b', '5.9']",,1.8274918691409985,2,6.0,18,0.3333333333333335,,1,
1224,Burrito Face-Plant,2.5,4,5.10d,['Sport'],35.0,1,,,Nevada,05-Sandstone Qu…,1,3,"['V1', 'V0', 'V3', 'V0']",,2.4589707289075946,3,10.0,4,0.0,,1,
1243,Walking on a Dream,2.8,6,5.11,['Sport'],60.0,1,,,Nevada,Parking Lot Area,10,8,"['5.10d', '5.11a', '5.11+', '5.10b', '5.10c']",,2.7278362349339957,5,11.0,5,1.6,,1,
